Date,Network,Message,Message URL,Message ID,Name,Profile,Followers,Shares,Likes,Sentiment,Location,Hashtags,Images,Language
6/24/2021 11:08 pm,Twitter,RT @canal13: ¿Mabel descubrirá la verdad? 😱😱 HOY jueves 24 de junio nuevo capítulo de #LaTorreDeMabel después de #Tele13 https://t.co/HUsokAv9Vd,https://twitter.com/tilleclau/statuses/1408260769251311622,1408260769251311622,Claudia Tilleria,tilleclau,283,0,0,Negative,NULL,"#latorredemabel, #tele13",https://video.twimg.com/ext_tw_video/1408161856196390918/pu/vid/1280x720/DIa-PQcqcHEaXfL7.mp4?tag=12,es
6/24/2021 10:55 pm,Twitter,Osea hoy no dan #LaTorreDeMabel?,https://twitter.com/BustamanteEvy/statuses/1408257453813272576,1408257453813272576,Evy Bustamante,BustamanteEvy,7,0,0,Negative,NULL,#latorredemabel,NULL,es
6/24/2021 10:40 pm,Facebook,¿Mabel descubrirá la verdad? 😱😱 | ¿Mabel descubrirá la verdad? 😱😱 HOY jueves 24 de junio nuevo capítulo de #LaTorreDeMabel después de #Tele13,http://www.facebook.com/292534509886/posts/10159880636779887,292534509886_10159880636779887,Canal 13,Canal 13,0,0,23,Negative,NULL,"#latorredemabel, #tele13",NULL,NULL
6/24/2021 10:13 pm,Twitter,"Partido culiao malo, parece la torre de Mabel",https://twitter.com/MassimoDoni/statuses/1408247007689461760,1408247007689461760,Massimo Doni,MassimoDoni,2805,0,0,Negative,NULL,NULL,NULL,es
6/24/2021 10:12 pm,Twitter,RT @canal13: ¿Mabel descubrirá la verdad? 😱😱 HOY jueves 24 de junio nuevo capítulo de #LaTorreDeMabel después de #Tele13 https://t.co/HUsokAv9Vd,https://twitter.com/MundoC13/statuses/1408246749370671106,1408246749370671106,#LaTorreDeMabel 🏩,MundoC13,17368,0,0,Negative,NULL,"#latorredemabel, #tele13",https://video.twimg.com/ext_tw_video/1408161856196390918/pu/vid/1280x720/DIa-PQcqcHEaXfL7.mp4?tag=12,es
6/24/2021 10:00 pm,Twitter,RT @Claudito_Andre: #ChileVsParaguay mas encima ahora dan la Torre de Mabel.  Canal culiao yeta,https://twitter.com/Kitsu02561097/statuses/1408243644109410304,1408243644109410304,pancha,Kitsu02561097,6,0,0,Neutral,"Santiago, Santiago Metropolitan, Chile",#chilevsparaguay,NULL,es
6/24/2021 10:00 pm,Twitter,Lo bueno es que ahora vamos a poder ver La Torre de Mabel.,https://twitter.com/_fefelippe/statuses/1408243598588530689,1408243598588530689,Felipe ⚪⚫フェリペ,_fefelippe,1244,0,0,Positive,"Santiago, Santiago Metropolitan, Chile",NULL,NULL,es
6/24/2021 10:00 pm,Twitter,#ChileVsParaguay mas encima ahora dan la Torre de Mabel.  Canal culiao yeta,https://twitter.com/Claudito_Andre/statuses/1408243588140515328,1408243588140515328,Claudio Morales,Claudito_Andre,206,1,1,Neutral,NULL,#chilevsparaguay,NULL,es
6/24/2021 9:56 pm,YouTube,"#LaTorreDeMabel
La Torre De Mabel Capítulo 8 Completo HD
La Torre De Mabel Capítulo 8
La Torre De Mabel
----------------
Conviértete en miembro de este canal para disfrutar de ventajas
Toda decisión tiene su precio.
Si te gustó este video dale like!!
Suscríbete y Comparte!!
La Torre De Mabel Capítulo 8 Completo HD, La Torre De Mabel Capítulo 8, La Torre De Mabel",http://www.youtube.com/watch?v=l01snBpSzBM,l01snBpSzBM,Turcas Lotus,Turcas Lotus,0,0,0,Neutral,NULL,#latorredemabel,NULL,NULL
6/24/2021 9:54 pm,Twitter,Que nos presten unos uruguayos para la torre de Mabel #ChileVsParaguay,https://twitter.com/mdlp_anya/statuses/1408242138035507203,1408242138035507203,Anya,mdlp_anya,476,0,0,Unclassified,"Valparaiso, Valparaíso, Chile",#chilevsparaguay,NULL,es
6/24/2021 9:35 pm,Twitter,WEON QUE WEA ME IMPORTA LA TORRE DE MABEL,https://twitter.com/hiddlolsen/statuses/1408237256587071491,1408237256587071491,valen🇨🇱🇨🇱🇨🇱,hiddlolsen,3071,0,0,Neutral,"Badulla, Uva, Sri Lanka",NULL,NULL,es
6/24/2021 9:35 pm,Twitter,QUE ME IMPORTA LA TORRE DE MABEL MIRA MEDIO ROBO,https://twitter.com/ilyremus/statuses/1408237258315022336,1408237258315022336,mari,ilyremus,169,0,0,Negative,NULL,NULL,NULL,es
6/24/2021 9:17 pm,Twitter,"RT @Teleseriesdel13: Ya está al aire el quinto capítulo de #LaTorreDeMabel por las pantallas de Canal 13!!! 📺👍
¿Cuántos RT por nuestra protagonista? @_soylaturca https://t.co/iujkWI08Xm",https://twitter.com/teresachavesmon/statuses/1408232856334307328,1408232856334307328,teresa chaves,teresachavesmon,87,0,0,Neutral,NULL,#latorredemabel,https://pbs.twimg.com/media/E4IhJyTXIAUyqyl.jpg,es
6/24/2021 9:12 pm,Instagram,¿Mabel descubrirá la verdad? 😱😱 HOY jueves 24 de junio nuevo capítulo de #LaTorreDeMabel después de #Tele13,https://www.instagram.com/p/CQhjbpqII3F/,18151876177165630,NULL,NULL,0,0,94,Negative,NULL,"#latorredemabel, #tele13",https://video.cdninstagram.com/v/t50.2886-16/206061493_870390067165972_620925001589742712_n.mp4?_nc_cat=103&vs=18234973174054451_1055037141&_nc_vs=HBksFQAYJEdMVS1TQXdVXzhSNm5SY0RBSGhjNnNmLTk1MElia1lMQUFBRhUAAsgBABUAGCRHTGtqTmd5M0FnLXpzS01BQUcwNDBfYnhZdE5YYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACa%2Bg8vAxeLIPxUCKAJDMywXQEOu2RaHKwIYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjk2MC5mZWVkIn0%3D&_nc_eui2=AeE3D97jQKdDNQfHBCfEuVYZIWrcskebIIIhatyyR5sggsRGhlU8w9Ywe-Li4dOF5K_PcNOKtW3iBJrKo8Aagb4h&_nc_ohc=b1sYzbk0zSQAX9qAp8V&_nc_ht=video.cdninstagram.com&oh=aed4cf839f6dc42afa460bbd774823c4&oe=60E4ECE8&_nc_rid=af2998eae4,NULL
6/24/2021 9:03 pm,Twitter,letticia24 Está bien el horario si la dan en la noche me la perdería ya q veo #LaTorreDeMabel y andaría cambiando de canal a cada rato,https://twitter.com/IsabelMelisaPa1/statuses/1408229414605819904,1408229414605819904,Isabel Melisa Palma,IsabelMelisaPa1,19,0,0,Unclassified,"Concepcion, Biobío, Chile",#latorredemabel,NULL,es
6/24/2021 9:01 pm,Twitter,Dan cualquier publicidad de la Torre de Mabel y nadie la veeeeeeeeeee #PartyChilensisFtLaRoja,https://twitter.com/zabdimansopoto/statuses/1408228887042138119,1408228887042138119,Belu 🇨🇱 ex @zabdimansopoto,zabdimansopoto,2090,0,0,Negative,"Temuco, Araucanía, Chile",#partychilensisftlaroja,NULL,es
6/24/2021 9:00 pm,Twitter,Así está el partido’ claramente la torre de Mabel tiene más show que el juego de Chile  #ChileVsParaguay https://t.co/micZ4xIWSJ,https://twitter.com/BenjaNachoA/statuses/1408228563753504772,1408228563753504772,Benjamin Diaz A,BenjaNachoA,119,0,0,Neutral,"Santiago, Santiago Metropolitan, Chile",#chilevsparaguay,https://pbs.twimg.com/media/E4sIaXCXwAI3DUn.jpg,es
6/24/2021 9:00 pm,Twitter,RT @canal13: ¿Mabel descubrirá la verdad? 😱😱 HOY jueves 24 de junio nuevo capítulo de #LaTorreDeMabel después de #Tele13 https://t.co/HUsokAv9Vd,https://twitter.com/pfloresvega/statuses/1408228546334625799,1408228546334625799,Paulina Flores,pfloresvega,754,0,0,Negative,"Santiago, Santiago Metropolitan, Chile","#latorredemabel, #tele13",https://video.twimg.com/ext_tw_video/1408161856196390918/pu/vid/1280x720/DIa-PQcqcHEaXfL7.mp4?tag=12,es
6/24/2021 9:00 pm,Twitter,¿Mabel descubrirá la verdad? 😱😱 HOY jueves 24 de junio nuevo capítulo de #LaTorreDeMabel después de #Tele13 https://t.co/HUsokAv9Vd,https://twitter.com/canal13/statuses/1408228451941715972,1408228451941715972,Canal 13,canal13,2430247,3,13,Negative,Chile,"#latorredemabel, #tele13",https://video.twimg.com/ext_tw_video/1408161856196390918/pu/vid/1280x720/DIa-PQcqcHEaXfL7.mp4?tag=12,es
6/24/2021 8:55 pm,Twitter,RT @rodrigoulloa: NO IMPORTA PERDER PORQUE DESPUÉS VIENE LA TORRE DE MABEL,https://twitter.com/guidozapata/statuses/1408227257802502147,1408227257802502147,guido zapata,guidozapata,369,0,0,Positive,"Valparaiso, Valparaíso, Chile",NULL,NULL,es
6/24/2021 8:53 pm,Twitter,NO IMPORTA PERDER PORQUE DESPUÉS VIENE LA TORRE DE MABEL,https://twitter.com/rodrigoulloa/statuses/1408226801793523713,1408226801793523713,Rodrigo Ulloa,rodrigoulloa,26307,1,43,Positive,"Santiago, Santiago Metropolitan, Chile",NULL,NULL,es
6/24/2021 8:13 pm,Twitter,OOOH SI NO ME VOY A VER LA TORRE DE MABEL TOI CHATA,https://twitter.com/teteconmielk/statuses/1408216686021468172,1408216686021468172,maríapaz⁷; 🇨🇱,teteconmielk,324,0,0,Neutral,NULL,NULL,NULL,es
6/24/2021 8:13 pm,Twitter,ya empezaron con la torre de mabel,https://twitter.com/D4HYUNCR4FT/statuses/1408216624092622849,1408216624092622849,frugelé ᵕ̈,D4HYUNCR4FT,1612,0,0,Neutral,NULL,NULL,NULL,es
6/24/2021 8:10 pm,Twitter,si llega a salir algún comercial de la torre de mabel me cortó la teta,https://twitter.com/D4HYUNCR4FT/statuses/1408215998663061504,1408215998663061504,frugelé ᵕ̈,D4HYUNCR4FT,1609,0,0,Negative,NULL,NULL,NULL,es
6/24/2021 5:38 pm,Twitter,canal13 Saquen La torre de mabel 💩,https://twitter.com/klaudio19383645/statuses/1408177842467315713,1408177842467315713,ClAuDiO 🎧 🎙😎🎧 🎚🎛🎶,klaudio19383645,445,0,0,Neutral,NULL,NULL,NULL,es
6/24/2021 4:47 pm,Twitter,RT @canal13: ¿Mabel descubrirá la verdad? 😱😱 HOY jueves 24 de junio nuevo capítulo de #LaTorreDeMabel después de #Tele13 https://t.co/fmxKz1mwGp,https://twitter.com/tavo_ucatolica/statuses/1408164872974647299,1408164872974647299,tavoucatolica,tavo_ucatolica,30472,0,0,Negative,NULL,"#latorredemabel, #tele13",https://video.twimg.com/ext_tw_video/1408161786847694857/pu/vid/1280x720/LlZUOxOg7HxuElP1.mp4?tag=12,es
6/24/2021 4:36 pm,Instagram,¿Mabel descubrirá la verdad? 😱😱 HOY jueves 24 de junio nuevo capítulo de #LaTorreDeMabel después de #Tele13,https://www.instagram.com/p/CQhD2fBBM11/,17871657683440869,NULL,NULL,0,0,315,Negative,NULL,"#latorredemabel, #tele13",https://video.cdninstagram.com/v/t50.2886-16/206410761_366770258247097_5612627713510461407_n.mp4?_nc_cat=110&vs=17943096958507479_4270303030&_nc_vs=HBksFQAYJEdBbVVUUXk1LWZSYWswMEJBTi1QVFNBckRfUk5ia1lMQUFBRhUAAsgBABUAGCRHTmRJVFF6cHZxbnlkR1FDQU5ybWlkMHZMTGhuYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaMytuq0pPLPxUCKAJDMywXQEOu2RaHKwIYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjk2MC5mZWVkIn0%3D&_nc_eui2=AeHmFBLGv-XaN7NsvIC50WSYPHn6h5Bhlkg8efqHkGGWSEZaAlwTWXGwU81fc9e_KOaFsubZ4LUNhggkU1o1fm_W&_nc_ohc=WRB_3lUCrtkAX9-z5--&_nc_ht=video.cdninstagram.com&oh=1f6816c67090661e33b956c4e46638a1&oe=60E4F43F&_nc_rid=36e7df7d67,NULL
6/24/2021 4:36 pm,Twitter,RT @canal13: ¿Mabel descubrirá la verdad? 😱😱 HOY jueves 24 de junio nuevo capítulo de #LaTorreDeMabel después de #Tele13 https://t.co/fmxKz1mwGp,https://twitter.com/pfloresvega/statuses/1408162136313020419,1408162136313020419,Paulina Flores,pfloresvega,754,0,0,Negative,"Santiago, Santiago Metropolitan, Chile","#latorredemabel, #tele13",https://video.twimg.com/ext_tw_video/1408161786847694857/pu/vid/1280x720/LlZUOxOg7HxuElP1.mp4?tag=12,es
6/24/2021 4:35 pm,Twitter,¿Mabel descubrirá la verdad? 😱😱 HOY jueves 24 de junio nuevo capítulo de #LaTorreDeMabel después de #Tele13 https://t.co/fmxKz1mwGp,https://twitter.com/canal13/statuses/1408161835308703745,1408161835308703745,Canal 13,canal13,2430140,2,1,Negative,Chile,"#latorredemabel, #tele13",https://video.twimg.com/ext_tw_video/1408161786847694857/pu/vid/1280x720/LlZUOxOg7HxuElP1.mp4?tag=12,es
6/24/2021 4:20 pm,Facebook,"Capítulo 8 / Gaspar quiere recuperar el amor de Mabel | En este nuevo capítulo de La Torre de Mabel, Gaspar no se rinde y busca un nuevo modo para poder acercarse a Mabel y recuperar su amor. Mabel conversa con sus amigas sobre el encuentro que tuvo con Juan Pablo. Si bien al principio Pandora lo ve como un romance superficial y fugaz, Soledad logra ver... | Gaspar no se rinde 😱 #LaTorreDeMabel",http://www.facebook.com/292534509886/posts/10159880165519887,292534509886_10159880165519887,Canal 13,Canal 13,0,0,2,Positive,NULL,#latorredemabel,NULL,NULL
6/24/2021 3:58 pm,Twitter,"¡Descarga Kwai para recibir dinero!https://t.co/Qdrz2q6E2k
#VerdadesOcultas #DementeMega #Demente #LaTorreDeMabel #EdificioCorona",https://twitter.com/matish98__/statuses/1408152556199682048,1408152556199682048,Matias Aguayo R.,matish98__,149,0,0,Neutral,"Concepcion, Biobío, Chile","#verdadesocultas, #dementemega, #latorredemabel, #edificiocorona, #demente",NULL,es
6/24/2021 3:49 pm,YouTube,"Tendrá cambios por la Copa América: Así será la programación de Canal 13 para este...
Canal 13 tuvo que modificar algunos horarios de su programación de este jueves por la transmisión de la cuarta fecha de la Copa América 2021, en donde Chile enfrentará a la selección paraguaya. Concretamente, desde las 18:45 horas, “Deportes 13” comenzará con sus transmisiones del cuarto partido de La Roja en Copa América 2021, el que cerrará su participación en la fase de grupos enfrentando a Paraguay en Brasilia. El encuentro contará con los relatos y comentarios de Ignacio Valenzuela y Juan Cristóbal Guarello.“Estamos muy contentos de poder transmitir para la televisión abierta el partido de Chile contra Paraguay por Copa América, la gente se entusiasma cuando juega la Selección y así lo ha demostrado la audiencia. Será un partido entretenido, por una parte, Paraguay se juega su clasificación a cuartos de final; y, por otro lado, una derrota de La Roja podría dejar a Chile cuarto del Grupo A y tendría que cruzarse con el intratable Brasil”, señaló Ignacio Valenzuela.Tras este esperado encuentro, a las 22:00 horas, vendrá “Tele13 Central”, conducido por Mónica Pérez y Ramón Ulloa.Claudio Villavicencio, director del departamento de prensa, adelantó que en el noticiario central de este jueves “tendremos una completa cobertura post partido, con enviados especiales y comentaristas en estudio”.Después de la entrega noticiosa, se emitirá el noveno capítulo de “La Torre de Mabel”, el cual será de alto impacto debido a que Mabel (Paloma Moreno) seguirá a Cluny (Álvaro Gómez) y verá que se juntará con su prima Laura (Ignacia Baeza), descubriendo que hay un nexo entre ellos.“La gracia de esta comedia es que el misterio y el preguntarse qué es lo que pasará no dejan de estar presente en cada capítulo, y los personajes se ven involucrados constantemente en situaciones de gran tensión”, enfatizó Patricio Heim, jefe de guiones de la nueva nocturna de Canal 13.
***************************************************************************
••••INFORMATION
• Source: fotech
---------------------------------------------------------------------------

Videos can use content-based copyright law contains reasonable use Fair Use (https://www.youtube.com/yt/copyright/)
Very excited to partner with other electronic newspaper pages.
Please send me an email
Thanks you for watching
13, América:, Así, Canal, Copa, Tendrá, Tendrá cambios por la Copa América: Así será la programación de Canal 13 para este..., así, cambios, cambios por, copa américa, de, este..., la, para, para este ..., por, programación, será, tendrá",http://www.youtube.com/watch?v=g-IxB_l1-Xk,g-IxB_l1-Xk,DEPORTE NOTICIAS,DEPORTE NOTICIAS,11700,0,1,Positive,NULL,NULL,NULL,NULL
6/24/2021 3:30 pm,Facebook,"Laura y Marla se unen para vengarse de Cluny | En el nuevo capítulo de La Torre de Mabel, Marla se decepciona al enterarse que su querido “Charly” no es más que un estafador que jugó con su corazón. Tal como se vio en el capítulo anterior de La Torre de Mabel, Laura no la está pasando nada bien tras la fuerte discusión que tuvo con s... | #LaTorredeMabel 
Marla se decepciona al enterarse que su querido “Charly” no es más que un estafador😯",http://www.facebook.com/292534509886/posts/10159880045274887,292534509886_10159880045274887,Canal 13,Canal 13,0,0,3,Unclassified,NULL,#latorredemabel,NULL,NULL
6/24/2021 3:02 pm,Twitter,"canal13 Lamentablemente tengo movistar y solo puedo ver el partido en este canal... Los weones tan fomes, no tienen idea de fútbol, y hablando de la Torre de mabel x la csm, na que hacer obligado escuchar a Guarello",https://twitter.com/Claudio69602517/statuses/1408138462126039052,1408138462126039052,Claudio Alejandro,Claudio69602517,2,0,0,Negative,NULL,NULL,NULL,es
6/24/2021 2:30 pm,Facebook,"Gaspar le pide ayuda a Cluny para recuperar a Mabel | En el nuevo capítulo de La Torre de Mabel, Gaspar se acerca a Cluny con la única intención de pedirle ayuda para recuperar a su amada Mabel. El pobre Gaspar no se da por vencido. Tras una conversación que sostiene con su madre, Gaspar considera que el supuesto “vecino gay” de la querida madr... | Vuelve a ver este momento de La Torre de Mabel 🤩",http://www.facebook.com/292534509886/posts/10159880040934887,292534509886_10159880040934887,Canal 13,Canal 13,0,0,3,Positive,NULL,NULL,NULL,NULL
6/24/2021 1:57 pm,Instagram,"Lala en el capítulo de ayer👏♥️
Lo que más me dió risa fue cuando molestaba a la Marla😂👏
.
.
.
baezaignacia 
.
.
.
#IgnaciaBaeza #LaTorreDeMabel #Canal13 #LauraElizondo #LAURALOVERS #QueenLaura #QueenLala #2021",https://www.instagram.com/p/CQgxoensv8o/,17894978258061316,NULL,NULL,0,0,122,Negative,NULL,"#queenlaura, #latorredemabel, #2021, #canal13, #lauraelizondo, #queenlala, #ignaciabaeza, #lauralovers",https://scontent.cdninstagram.com/v/t51.29350-15/207652220_239073111026644_3658923506167662105_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=8ae9d6&_nc_eui2=AeFKV4zryeOcGYAO1T8wld_LNaFxq7AGqyk1oXGrsAarKV2_Rz5nw3uT0dUZJEWv877oRfHKF3AT5uB-EyuMMlAJ&_nc_ohc=-rI6KgKzJAwAX957ea3&_nc_ht=scontent.cdninstagram.com&oh=d68af6d59bb3505a5ab7cf9af126b722&oe=60E8AD7A,NULL
6/24/2021 1:56 pm,Twitter,"""La Torre de Mabel"" y su exitoso debut en Canal 13: logró conquistar el rating https://t.co/PdaKKJrTci",https://twitter.com/puranoticia/statuses/1408121989064278023,1408121989064278023,puranoticia,puranoticia,56920,0,0,Neutral,Chile,NULL,NULL,es
6/24/2021 1:53 pm,Twitter,"ANOCHE >>> #LaTorreDeMabel marcó 6,4 puntos",https://twitter.com/MundoC13/statuses/1408121112626597896,1408121112626597896,#LaTorreDeMabel 🏩,MundoC13,17366,0,0,Neutral,NULL,#latorredemabel,NULL,es
6/24/2021 12:56 pm,Twitter,"Josefina Montané debuta esta noche en ""La Torre de Mabel"" con seductor personaje https://t.co/aAV9q59A8k",https://twitter.com/puranoticia/statuses/1408106871798611972,1408106871798611972,puranoticia,puranoticia,56920,0,0,Positive,Chile,NULL,NULL,es
6/24/2021 12:38 pm,Twitter,drhsxm La torre de Mabel 😱,https://twitter.com/deniserolareina/statuses/1408102131786211329,1408102131786211329,👑 Todas Seremos Reinas 👑,deniserolareina,272,0,0,Negative,"Los Angeles, Biobío, Chile",NULL,NULL,es
6/24/2021 12:35 pm,Twitter,"RT @ahoraenchile_cl: Te va a sorprender la excesiva modestia de Álvaro Gómez, el protagonista de “La Torre de Mabel” https://t.co/4Dg8rcXwhU @MundoC13 @chilevision  #LaTorreDeMabel https://t.co/Dp7ob4i4Tg",https://twitter.com/MundoC13/statuses/1408101543203815430,1408101543203815430,#LaTorreDeMabel 🏩,MundoC13,17366,0,0,Neutral,NULL,#latorredemabel,https://pbs.twimg.com/media/E4qSibjXEAAvEeq.jpg,es
6/24/2021 12:26 pm,Twitter,"Te va a sorprender la excesiva modestia de Álvaro Gómez, el protagonista de “La Torre de Mabel” https://t.co/4Dg8rcXwhU @MundoC13 @chilevision  #LaTorreDeMabel https://t.co/Dp7ob4i4Tg",https://twitter.com/ahoraenchile_cl/statuses/1408099227188727813,1408099227188727813,Ahora en Chile,ahoraenchile_cl,19,1,1,Neutral,NULL,#latorredemabel,https://pbs.twimg.com/media/E4qSibjXEAAvEeq.jpg,es
6/24/2021 12:10 pm,Facebook,"Mabel descubrirá que Cluny y Laura andan en malos pasos | En el próximo capítulo de La Torre de Mabel, Cluny y Laura se reúnen a conversar en un bar sin percatarse que Mabel va tras de ellos. Meche llega a la oficina de Gaspar acompañada de Florencia, con el único objetivo de lograr que la mujer ingrese a trabajar a la empresa. En un momento, Gaspar y... | En el próximo capítulo de La Torre de Mabel🎥
Cluny y Laura se reúnen a conversar en un bar sin percatarse que Mabel los sigue👇",http://www.facebook.com/292534509886/posts/10159880031679887,292534509886_10159880031679887,Canal 13,Canal 13,0,0,1,Positive,NULL,NULL,NULL,NULL
6/24/2021 11:24 am,Facebook,"Capítulo 8 / Gaspar quiere recuperar el amor de Mabel | En este nuevo capítulo de La Torre de Mabel, Gaspar no se rinde y busca un nuevo modo para poder acercarse a Mabel y recuperar su amor. Mabel conversa con sus amigas sobre el encuentro que tuvo con Juan Pablo. Si bien al principio Pandora lo ve como un romance superficial y fugaz, Soledad logra ver... | Vuelve a revivir este capítulo de La Torre de Mabel🎥",http://www.facebook.com/292534509886/posts/10159880006589887,292534509886_10159880006589887,Canal 13,Canal 13,0,0,0,Positive,NULL,NULL,NULL,NULL
6/24/2021 10:35 am,Twitter,#Chismes : “Hay mucho cariño”: Carmen Gloria Bresky y Marcial Tagle se reencuentran en ‘La Torre de Mabel’ tras 15 años de ‘Casado con Hijos’ https://t.co/upMoxhkE0Z https://t.co/jAUwYZfOEF,https://twitter.com/Gossipchilecl/statuses/1408071174186147841,1408071174186147841,GossipChile.cl,Gossipchilecl,577,0,0,Positive,"Santiago, Santiago Metropolitan, Chile",#chismes,https://pbs.twimg.com/media/E4p5RYEVoAomDCk.jpg,es
6/24/2021 9:54 am,Twitter,"“La torre de Mabel”, la recién estrenada teleserie nocturna de Canal 13, sigue presentando nuevas aristas en su trama, y es así como desde este miércoles se comenzó a ver una historia de amor con diferencia de edad y que significa el reencuentro en ... https://t.co/4X6LvPRefB",https://twitter.com/LimaLimonCl/statuses/1408060948720484364,1408060948720484364,Lima Limón Entretención,LimaLimonCl,1196,0,0,Positive,"Santiago, Santiago Metropolitan, Chile",NULL,NULL,es
6/24/2021 9:46 am,Twitter,"Óscar Garcés reaparece con nuevo personaje en ""La Torre de Mabel"" https://t.co/cEB7UyQbPC",https://twitter.com/puranoticia/statuses/1408059047690055680,1408059047690055680,puranoticia,puranoticia,56914,0,0,Neutral,Chile,NULL,NULL,es
6/24/2021 9:45 am,Instagram,"•Álvaro sonriendo con barba y sin barba😍❤️de ambas formas se ve hermoso 

#alvaroespinoza #alvaroespinozafans #latorredemabel #latorredemabelfans #latorredemabelcanal13 #teleseries #teleserieschilenas #teleseriescanal13 
patomoteao",https://www.instagram.com/p/CQgUyUMssni/,17927037934623540,NULL,NULL,0,0,61,Negative,NULL,"#alvaroespinozafans, #teleserieschilenas, #teleseriescanal13, #latorredemabel, #alvaroespinoza, #latorredemabelfans, #teleseries, #latorredemabelcanal13","https://scontent.cdninstagram.com/v/t51.29350-15/207037268_292100419324071_6809307278271492423_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8ae9d6&_nc_eui2=AeGU_AK0JmoS-IUP7fOPfS6nx6KgLn6xspvHoqAufrGym7cQ7hUN93RxjkhsHNjkHKFGJmtXe4lCtW88LzzbKoVo&_nc_ohc=Tspao97GD3wAX9AQ9rT&_nc_ht=scontent.cdninstagram.com&oh=a43134c529a3a4e8b2eddf330fd7b3d2&oe=60EA5FB9, https://scontent.cdninstagram.com/v/t51.29350-15/207621934_246040116856836_6321355817584983201_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8ae9d6&_nc_eui2=AeH3NZInjORMmFXmW5m-rxMMIV_GQSABjLghX8ZBIAGMuC0V3rV3JM1KLDjxRmRFTjzSybmxE7MmCAHKNak4wsjS&_nc_ohc=-G8ffWnREvMAX9Mu2PD&_nc_ht=scontent.cdninstagram.com&oh=f89b7f9daad7025ac2e83a9a00de4397&oe=60E97CE5, https://scontent.cdninstagram.com/v/t51.29350-15/205858023_136514695245170_2452938472754271798_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=8ae9d6&_nc_eui2=AeHskPJz2iEz0dUYWot9pd5nh3yNnxR-fr6HfI2fFH5-vijDF3z-eHr4itSUne6IhJUh1tK_tF0v7PUaNQtFV-rK&_nc_ohc=MktKCsY1MEgAX9EUW9Q&_nc_ht=scontent.cdninstagram.com&oh=7b365d37e7eb1e55e286a0ba9bfbf428&oe=60E8C967, https://scontent.cdninstagram.com/v/t51.29350-15/206759591_845397546071895_2428443061141132742_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=8ae9d6&_nc_eui2=AeHSk9u1VbEA5f4SJSrXxJf6Wtpf7EnRrxla2l_sSdGvGWdGxnCauwfijLC2NpB8cMM2nRH6kJTjl3GX9H44zaPQ&_nc_ohc=Xw2tWkI6c_IAX9s620X&_nc_ht=scontent.cdninstagram.com&oh=de368e9c82e28d1bcc2c11ba79974292&oe=60E95879",NULL
6/24/2021 9:04 am,Twitter,"RT @Informa_Primero: #RATING ONLINE 23;25
 HRS. 📺📈📊

#YoSoyCHV 14
#DementeMega 13
#ElVerdaderoPadreDeReyyan 9
#LaTorreDeMabel 7
#MentirasVerdaderas 3
#MeLatePrime 3

https://t.co/Z4a8Zf7wSE",https://twitter.com/sergiorojas56/statuses/1408048312301899782,1408048312301899782,sergio rojas,sergiorojas56,31520,0,0,Neutral,NULL,"#rating, #yosoychv, #dementemega, #elverdaderopadredereyyan, #latorredemabel, #mentirasverdaderas, #melateprime",https://pbs.twimg.com/media/El3PRThXIAE5HOW.jpg,en
6/24/2021 8:50 am,Twitter,"LisandroMunoz14 La torre de Mabel es buenísima, y está recién partiendo. Canal 13",https://twitter.com/sofia05182381/statuses/1408044868874772484,1408044868874772484,sofia,sofia05182381,0,0,0,Positive,NULL,NULL,NULL,es
6/24/2021 7:54 am,Twitter,"RT @vemos_tele: Bonus Teleseries 23/06:

#DementeMega 12.8 🔥PEAK 14

#LaTorreDeMabel 6.4 🔥PEAK 8 https://t.co/r6LTB8bVVY",https://twitter.com/ixNN/statuses/1408030824591769600,1408030824591769600,🟣 IVÁN ENRIQUE,ixNN,5891,0,0,Positive,"Santiago, Santiago Metropolitan, Chile","#dementemega, #latorredemabel",https://pbs.twimg.com/media/E4n-LRRX0AISc-1.png,in
6/24/2021 7:46 am,Twitter,"¡Se acabaron las mentiras! Esta noche en “La Torre de Mabel”, alguien tendrá que dar explicaciones https://t.co/W6axRq3U62 @canal13 @LaTorredeMabel #LaTorreDeMabel https://t.co/I7kwsTaT4Q",https://twitter.com/ahoraenchile_cl/statuses/1408028643687796739,1408028643687796739,Ahora en Chile,ahoraenchile_cl,19,0,0,Negative,NULL,#latorredemabel,https://pbs.twimg.com/media/E4pSZq4XoAAAJIQ.jpg,es
